user_id,event_id,value
2137042,403433,1
2137042,403434,1
2137042,403435,1
2137042,403437,1
2137042,403439,1
2137042,403440,1
2137042,403446,1
2137042,403447,1
2137042,hr71-11,1
2137042,hr71-12,1
2137042,hr71-13,1
2137042,hr71-14,1
2137042,hr71-15,1
2137042,hr71-16,1
2137042,hr71-17,1
2137042,hr71-2,1
2137042,hr71-3,1
2137042,hr71-4,1
2137042,hr71-5,1
2137042,hr71-6,1
2137042,hr71-7,1
2137042,hr71-8,1
2137042,hr71-9,1
2137566,403433,1
2137566,403434,1
2137566,403435,1
2137566,403436,1
2137566,403437,1
2137566,403439,1
2137566,403440,1
2137566,403444,1
2137566,403446,1
2137566,403447,1
2137566,hr71-11,1
2137566,hr71-12,1
2137566,hr71-13,1
2137566,hr71-14,1
2137566,hr71-15,1
2137566,hr71-16,1
2137566,hr71-17,1
2137566,hr71-2,1
2137566,hr71-3,1
2137566,hr71-4,1
2137566,hr71-5,1
2137566,hr71-6,1
2137566,hr71-7,1
2137566,hr71-8,1
2137566,hr71-9,1
2137572,403433,1
2137572,403434,1
2137572,403435,1
2137572,403437,1
2137572,403439,1
2137572,403440,1
2137572,403446,1
2137572,403447,1
2137572,hr71-11,1
2137572,hr71-12,1
2137572,hr71-13,1
2137572,hr71-14,1
2137572,hr71-15,1
2137572,hr71-16,1
2137572,hr71-17,1
2137572,hr71-2,1
2137572,hr71-3,1
2137572,hr71-4,1
2137572,hr71-5,1
2137572,hr71-6,1
2137572,hr71-7,1
2137572,hr71-8,1
2137572,hr71-9,1
2137755,403433,1
2137755,403434,1
2137755,403435,1
2137755,403437,1
2137755,403439,1
2137755,403440,1
2137755,403446,1
2137755,403447,1
2137755,hr71-11,1
2137755,hr71-12,1
2137755,hr71-13,1
2137755,hr71-14,1
2137755,hr71-15,1
2137755,hr71-16,1
2137755,hr71-17,1
2137755,hr71-2,1
2137755,hr71-3,1
2137755,hr71-4,1
2137755,hr71-5,1
2137755,hr71-6,1
2137755,hr71-7,1
2137755,hr71-8,1
2137755,hr71-9,1
2138160,403433,1
2138160,403434,1
2138160,403437,1
2138160,403439,1
2138160,403440,1
2138160,403446,1
2138160,403447,1
2138160,hr71-11,1
2138160,hr71-12,1
2138160,hr71-13,1
2138160,hr71-14,1
2138160,hr71-15,1
2138160,hr71-16,1
2138160,hr71-17,1
2138160,hr71-2,1
2138160,hr71-3,1
2138160,hr71-4,1
2138160,hr71-5,1
2138160,hr71-6,1
2138160,hr71-7,1
2138160,hr71-8,1
2138160,hr71-9,1
2138466,403433,1
2138466,403434,1
2138466,403437,1
2138466,403439,1
2138466,403440,1
2138466,403446,1
2138466,403447,1
2138466,hr71-11,1
2138466,hr71-12,1
2138466,hr71-13,1
2138466,hr71-14,1
2138466,hr71-15,1
2138466,hr71-16,1
2138466,hr71-17,1
2138466,hr71-2,1
2138466,hr71-3,1
2138466,hr71-4,1
2138466,hr71-5,1
2138466,hr71-6,1
2138466,hr71-7,1
2138466,hr71-8,1
2138466,hr71-9,1
2138479,403433,1
2138479,403434,1
2138479,403435,1
2138479,403437,1
2138479,403439,1
2138479,403440,1
2138479,403446,1
2138479,403447,1
2138479,hr71-11,1
2138479,hr71-12,1
2138479,hr71-13,1
2138479,hr71-14,1
2138479,hr71-15,1
2138479,hr71-16,1
2138479,hr71-17,1
2138479,hr71-2,1
2138479,hr71-3,1
2138479,hr71-4,1
2138479,hr71-5,1
2138479,hr71-6,1
2138479,hr71-7,1
2138479,hr71-8,1
2138479,hr71-9,1
2138701,403433,1
2138701,403434,1
2138701,403437,1
2138701,403439,1
2138701,403440,1
2138701,403446,1
2138701,403447,1
2138701,403449,1
2138701,hr71-11,1
2138701,hr71-12,1
2138701,hr71-13,1
2138701,hr71-14,1
2138701,hr71-15,1
2138701,hr71-16,1
2138701,hr71-17,1
2138701,hr71-2,1
2138701,hr71-3,1
2138701,hr71-4,1
2138701,hr71-5,1
2138701,hr71-6,1
2138701,hr71-7,1
2138701,hr71-8,1
2138701,hr71-9,1
2138841,403433,1
2138841,403434,1
2138841,403435,1
2138841,403437,1
2138841,403439,1
2138841,403440,1
2138841,403446,1
2138841,403447,1
2138841,hr71-11,1
2138841,hr71-12,1
2138841,hr71-13,1
