user_id,event_id,value
2033055,385614,1
2033055,385617,1
2033055,385618,1
2033055,385620,1
2033055,385628,1
2033055,385631,1
2033055,385632,1
2033055,hr61-10,1
2033055,hr61-11,1
2033055,hr61-12,1
2033055,hr61-13,1
2033055,hr61-14,1
2033055,hr61-15,1
2033055,hr61-16,1
2033055,hr61-17,1
2033055,hr61-18,1
2033055,hr61-19,1
2033055,hr61-20,1
2033055,hr61-21,1
2033055,hr61-22,1
2033055,hr61-23,1
2033055,hr61-24,1
2033055,hr61-25,1
2033055,hr61-26,1
2033055,hr61-27,1
2033055,hr61-28,1
2033055,hr61-29,1
2033055,hr61-3,1
2033055,hr61-30,1
2033055,hr61-31,1
2033055,hr61-32,1
2033055,hr61-33,1
2033055,hr61-34,1
2033055,hr61-36,1
2033055,hr61-4,1
2033055,hr61-5,1
2033055,hr61-6,1
2033055,hr61-7,1
2033055,hr61-8,1
2033055,hr61-9,1
2033910,385614,1
2033910,385620,1
2033910,385628,1
2033910,385643,1
2033910,hr61-10,1
2033910,hr61-11,1
2033910,hr61-12,1
2033910,hr61-13,1
2033910,hr61-14,1
2033910,hr61-15,1
2033910,hr61-16,1
2033910,hr61-17,1
2033910,hr61-18,1
2033910,hr61-19,1
2033910,hr61-20,1
2033910,hr61-21,1
2033910,hr61-22,1
2033910,hr61-23,1
2033910,hr61-24,1
2033910,hr61-25,1
2033910,hr61-26,1
2033910,hr61-27,1
2033910,hr61-28,1
2033910,hr61-29,1
2033910,hr61-3,1
2033910,hr61-30,1
2033910,hr61-31,1
2033910,hr61-32,1
2033910,hr61-33,1
2033910,hr61-34,1
2033910,hr61-36,1
2033910,hr61-4,1
2033910,hr61-5,1
2033910,hr61-6,1
2033910,hr61-7,1
2033910,hr61-8,1
2033910,hr61-9,1
2034258,385614,1
2034258,385620,1
2034258,385628,1
2034258,hr61-10,1
2034258,hr61-11,1
2034258,hr61-12,1
2034258,hr61-13,1
2034258,hr61-14,1
2034258,hr61-15,1
2034258,hr61-16,1
2034258,hr61-17,1
2034258,hr61-18,1
2034258,hr61-19,1
2034258,hr61-20,1
2034258,hr61-21,1
2034258,hr61-22,1
2034258,hr61-23,1
2034258,hr61-24,1
2034258,hr61-25,1
2034258,hr61-26,1
2034258,hr61-27,1
2034258,hr61-28,1
2034258,hr61-29,1
2034258,hr61-3,1
2034258,hr61-30,1
2034258,hr61-31,1
2034258,hr61-32,1
2034258,hr61-33,1
2034258,hr61-34,1
2034258,hr61-36,1
2034258,hr61-4,1
2034258,hr61-5,1
2034258,hr61-6,1
2034258,hr61-7,1
2034258,hr61-8,1
2034258,hr61-9,1
2034266,385614,1
2034266,385618,1
2034266,385620,1
2034266,385632,1
