user_id,event_id,value
2137231,404711,1
2137231,404717,1
2137231,404719,1
2137231,404720,1
2137231,404721,1
2137231,404738,1
2137231,404742,1
2137231,404743,1
2137231,404744,1
2137231,hr66-0,1
2137231,hr66-1,1
2137231,hr66-11,1
2137231,hr66-12,1
2137231,hr66-13,1
2137231,hr66-14,1
2137231,hr66-15,1
2137231,hr66-16,1
2137231,hr66-17,1
2137231,hr66-2,1
2137231,hr66-3,1
2137231,hr66-4,1
2137231,hr66-5,1
2137231,hr66-6,1
2137231,hr66-7,1
2137231,hr66-8,1
2137231,hr66-9,1
2141443,404711,1
2141443,404717,1
2141443,404719,1
2141443,404722,1
2141443,404738,1
2141443,404742,1
2141443,404743,1
2141443,404744,1
2141443,hr66-0,1
2141443,hr66-1,1
2141443,hr66-11,1
2141443,hr66-12,1
2141443,hr66-13,1
2141443,hr66-14,1
2141443,hr66-15,1
2141443,hr66-16,1
2141443,hr66-17,1
2141443,hr66-2,1
2141443,hr66-3,1
2141443,hr66-4,1
2141443,hr66-5,1
2141443,hr66-6,1
2141443,hr66-7,1
2141443,hr66-8,1
2141443,hr66-9,1
2141731,404715,1
2141731,404732,1
2141731,404738,1
2141731,404742,1
2141731,404743,1
2141731,hr66-16,1
2141731,hr66-17,1
2141731,hr66-6,1
2141731,hr66-7,1
2141731,hr66-8,1
2141731,hr66-9,1
2143052,404715,1
2143052,404731,1
2143052,404732,1
2143052,404738,1
2143052,404742,1
2143052,404743,1
2143052,404744,1
2143052,hr66-13,1
2143052,hr66-14,1
2143052,hr66-16,1
2143052,hr66-17,1
2143052,hr66-6,1
2143052,hr66-7,1
2143052,hr66-8,1
2143052,hr66-9,1
2143647,404711,1
2143647,404717,1
2143647,404719,1
2143647,404720,1
2143647,404721,1
2143647,404722,1
2143647,404738,1
2143647,404742,1
2143647,404743,1
2143647,404744,1
2143647,hr66-0,1
2143647,hr66-1,1
2143647,hr66-11,1
2143647,hr66-12,1
2143647,hr66-13,1
2143647,hr66-14,1
2143647,hr66-15,1
2143647,hr66-16,1
2143647,hr66-17,1
2143647,hr66-2,1
2143647,hr66-3,1
2143647,hr66-4,1
2143647,hr66-5,1
2143647,hr66-6,1
2143647,hr66-7,1
2143647,hr66-8,1
2143647,hr66-9,1
2143787,404711,1
2143787,404717,1
2143787,404719,1
2143787,404738,1
2143787,404742,1
2143787,404743,1
2143787,hr66-0,1
2143787,hr66-1,1
2143787,hr66-11,1
2143787,hr66-12,1
2143787,hr66-13,1
2143787,hr66-14,1
2143787,hr66-15,1
2143787,hr66-16,1
2143787,hr66-17,1
2143787,hr66-2,1
2143787,hr66-3,1
2143787,hr66-4,1
2143787,hr66-5,1
2143787,hr66-6,1
2143787,hr66-7,1
2143787,hr66-8,1
2143787,hr66-9,1
2143827,404711,1
2143827,404717,1
2143827,404719,1
2143827,404720,1
2143827,404738,1
2143827,404742,1
2143827,404743,1
2143827,hr66-0,1
2143827,hr66-1,1
2143827,hr66-11,1
2143827,hr66-12,1
2143827,hr66-13,1
2143827,hr66-14,1
2143827,hr66-15,1
2143827,hr66-16,1
2143827,hr66-17,1
2143827,hr66-2,1
2143827,hr66-3,1
2143827,hr66-4,1
2143827,hr66-5,1
2143827,hr66-6,1
2143827,hr66-7,1
2143827,hr66-8,1
2143827,hr66-9,1
2143895,404711,1
2143895,404717,1
2143895,404719,1
2143895,404722,1
2143895,404738,1
2143895,404742,1
2143895,404743,1
2143895,404744,1
2143895,hr66-0,1
2143895,hr66-1,1
2143895,hr66-11,1
2143895,hr66-12,1
2143895,hr66-13,1
2143895,hr66-14,1
2143895,hr66-15,1
2143895,hr66-16,1
2143895,hr66-17,1
2143895,hr66-2,1
2143895,hr66-3,1
2143895,hr66-4,1
2143895,hr66-5,1
2143895,hr66-6,1
2143895,hr66-7,1
2143895,hr66-8,1
2143895,hr66-9,1
2143942,404711,1
2143942,404717,1
2143942,404719,1
2143942,404738,1
2143942,404742,1
2143942,404743,1
2143942,404744,1
2143942,hr66-0,1
2143942,hr66-1,1
2143942,hr66-11,1
2143942,hr66-12,1
2143942,hr66-13,1
2143942,hr66-14,1
2143942,hr66-15,1
2143942,hr66-16,1
2143942,hr66-17,1
2143942,hr66-2,1
2143942,hr66-3,1
2143942,hr66-4,1
2143942,hr66-5,1
2143942,hr66-6,1
2143942,hr66-7,1
2143942,hr66-8,1
2143942,hr66-9,1
2144211,404711,1
2144211,404715,1
2144211,404716,1
2144211,404717,1
2144211,404719,1
2144211,404738,1
2144211,404742,1
2144211,404743,1
2144211,hr66-0,1
2144211,hr66-1,1
2144211,hr66-11,1
2144211,hr66-12,1
2144211,hr66-13,1
2144211,hr66-14,1
2144211,hr66-15,1
2144211,hr66-16,1
2144211,hr66-17,1
2144211,hr66-2,1
2144211,hr66-3,1
2144211,hr66-4,1
2144211,hr66-5,1
2144211,hr66-6,1
2144211,hr66-7,1
2144211,hr66-8,1
2144211,hr66-9,1
2144447,404731,1
2144447,404738,1
2144447,404742,1
2144447,hr66-13,1
2144447,hr66-14,1
2144756,404711,1
2144756,404717,1
2144756,404719,1
2144756,404738,1
2144756,404742,1
2144756,404743,1
2144756,404744,1
2144756,hr66-0,1
2144756,hr66-1,1
2144756,hr66-11,1
2144756,hr66-12,1
2144756,hr66-13,1
2144756,hr66-14,1
2144756,hr66-15,1
2144756,hr66-16,1
2144756,hr66-17,1
2144756,hr66-2,1
2144756,hr66-3,1
2144756,hr66-4,1
2144756,hr66-5,1
2144756,hr66-6,1
