user_id,event_id,value
2047799,393929,1
2047799,393937,1
2047799,394103,1
2048948,393929,1
2048948,393937,1
2048948,393938,1
2048948,393939,1
2048948,394103,1
2049629,393934,1
2049629,393935,1
2049629,393937,1
2049629,393949,1
2049629,394103,1
2049715,393929,1
2049715,393937,1
2049715,393938,1
2049715,393939,1
2049715,394103,1
2051324,393933,1
2051324,393935,1
2051324,393937,1
2051324,393938,1
2051324,393939,1
2051324,394103,1
2052512,393929,1
2052512,394103,1
2052527,393933,1
2052527,393934,1
2052527,393949,1
2052527,393950,1
2052527,394103,1
2052537,393929,1
2052537,393938,1
2052537,394103,1
2052553,393933,1
2052553,393934,1
2052553,393935,1
2052553,393949,1
2052553,394103,1
2052559,393929,1
2052559,394103,1
2052563,393929,1
2052563,394103,1
2052569,393929,1
2052569,394103,1
2052570,393933,1
2052570,393934,1
2052570,393935,1
2052570,393949,1
2052570,394103,1
2052575,393929,1
2052575,394103,1
2052580,393933,1
2052580,393934,1
2052580,393935,1
2052580,393949,1
2052580,394103,1
2052582,393934,1
2052582,393949,1
2052582,394103,1
2053270,393929,1
2053270,393938,1
2053270,393939,1
2053270,394103,1
2053658,393929,1
2053658,393937,1
2053658,393938,1
2053658,393939,1
2053658,393940,1
2053658,394103,1
2054434,393929,1
2054434,393937,1
2054434,393938,1
2054434,393939,1
2054434,394103,1
