user_id,event_id,value
2041228,387651,1
2041228,387652,1
2041228,387653,1
2041228,387655,1
2041228,387701,1
2041228,387702,1
2041228,387703,1
2041228,387704,1
2041228,387712,1
2041228,387757,1
2041228,387759,1
2041228,387774,1
2041228,393885,1
2041228,hr86-10,1
2041228,hr86-11,1
2041228,hr86-13,1
2041228,hr86-14,1
2041228,hr86-15,1
2041228,hr86-17,1
2041228,hr86-18,1
2041228,hr86-19,1
2041228,hr86-20,1
2041228,hr86-21,1
2041228,hr86-22,1
2041228,hr86-23,1
2041228,hr86-24,1
2041228,hr86-25,1
2041228,hr86-26,1
2041228,hr86-28,1
2041228,hr86-30,1
2041228,hr86-31,1
2041228,hr86-33,1
2041228,hr86-34,1
2041228,hr86-35,1
2041228,hr86-36,1
2041228,hr86-37,1
2041228,hr86-38,1
2041228,hr86-39,1
2041228,hr86-5,1
2041228,hr86-7,1
2041228,hr86-8,1
2041228,hr86-9,1
2041498,387659,1
2041498,387685,1
2041498,387701,1
2041498,387702,1
2041498,387703,1
2041498,387707,1
2041498,387712,1
2041498,387719,1
2041498,387757,1
2041498,387790,1
2041498,hr86-10,1
2041498,hr86-22,1
2041498,hr86-23,1
2041498,hr86-24,1
2041498,hr86-25,1
2041498,hr86-26,1
2041498,hr86-28,1
2041498,hr86-30,1
2041498,hr86-31,1
2041498,hr86-33,1
2041498,hr86-34,1
2041498,hr86-35,1
2041498,hr86-36,1
2041498,hr86-37,1
2041498,hr86-38,1
2041498,hr86-39,1
2041498,hr86-5,1
2041498,hr86-7,1
2041498,hr86-8,1
2041498,hr86-9,1
2041502,387650,1
2041502,387651,1
2041502,387652,1
2041502,387653,1
2041502,387655,1
2041502,387681,1
2041502,387701,1
2041502,387702,1
2041502,387712,1
2041502,387719,1
2041502,387757,1
2041502,387759,1
2041502,387774,1
2041502,393885,1
2041502,hr86-10,1
2041502,hr86-11,1
2041502,hr86-13,1
2041502,hr86-14,1
2041502,hr86-15,1
2041502,hr86-17,1
2041502,hr86-18,1
2041502,hr86-19,1
2041502,hr86-20,1
2041502,hr86-21,1
2041502,hr86-22,1
2041502,hr86-23,1
2041502,hr86-24,1
2041502,hr86-25,1
2041502,hr86-26,1
2041502,hr86-28,1
2041502,hr86-30,1
2041502,hr86-31,1
2041502,hr86-33,1
2041502,hr86-34,1
2041502,hr86-35,1
2041502,hr86-36,1
2041502,hr86-37,1
2041502,hr86-38,1
2041502,hr86-39,1
2041502,hr86-5,1
2041502,hr86-7,1
2041502,hr86-8,1
2041502,hr86-9,1
2041524,387650,1
2041524,387651,1
